pid,name,unit,retail_price,actual_price,wholesale_price,category,description,quantity,url,enable,variant_id,brand,barcode,loose,sid
995,Unibic Choco Ripple Cookies (12 Pack),per set,60,60,60,Snacks & Branded Foods,this item is Unibic Choco Ripple Cookies (12 Pack),100,https://cdn6.mydukaan.io/app/image/371x371/?url=https://mydukaan.s3.amazonaws.com/4095334/aed5eba0-f960-4532-acdb-c318a2972346/1622009097962-1088120c-e71c-4884-afa8-5d12240c7888.jpeg,True,0,,,False,1
996,Maramaralu/ మరుమరాలు/Puffed Rice/Bhel,250 Gm,20,30,20,Snacks & Branded Foods,this item is Maramaralu/ మరుమరాలు/Puffed Rice/Bhel,100,https://cdn.mydukaan.io/app/image/371x371/?url=https://mydukaan.s3.amazonaws.com/4095334/aed5eba0-f960-4532-acdb-c318a2972346/1622266708262-959541db-0ab1-4c8e-a0f6-591a139e8eeb.jpeg,True,0,,,False,1
997,Maramaralu/ మరుమరాలు/Puffed Rice/Bhel,500 Gm,40,60,40,Snacks & Branded Foods,this item is Maramaralu/ మరుమరాలు/Puffed Rice/Bhel,100,https://cdn.mydukaan.io/app/image/371x371/?url=https://mydukaan.s3.amazonaws.com/4095334/aed5eba0-f960-4532-acdb-c318a2972346/1622266708262-959541db-0ab1-4c8e-a0f6-591a139e8eeb.jpeg,True,1,,,False,1
998,Unibic Orange Flash,per 60 gram,10,10,10,Snacks & Branded Foods,this item is Unibic Orange Flash,100,https://cdn6.mydukaan.io/app/image/371x371/?url=https://mydukaan.s3.amazonaws.com/4095334/aed5eba0-f960-4532-acdb-c318a2972346/1622184479060-c33fd37b-3155-45c1-bb8d-f7f34fc72bc0.jpeg,True,0,,,False,1
999,Unibic Choco Nut Cookies,per 38 gram,10,10,10,Snacks & Branded Foods,this item is Unibic Choco Nut Cookies,100,https://cdn6.mydukaan.io/app/image/371x371/?url=https://mydukaan.s3.amazonaws.com/4095334/aed5eba0-f960-4532-acdb-c318a2972346/1622184513069-cbb1ba44-02c2-42b8-b2ab-f5d11941c985.jpeg,True,0,,,False,1
1000,Unibic Choco Ripple Cookies,per 60 gram,10,10,10,Snacks & Branded Foods,this item is Unibic Choco Ripple Cookies,100,https://cdn6.mydukaan.io/app/image/371x371/?url=https://mydukaan.s3.amazonaws.com/4095334/aed5eba0-f960-4532-acdb-c318a2972346/1622184547976-91bfef61-0148-43e7-8b43-46737f9b6f8f.jpeg,True,0,,,False,1
1001,Unibic Choco Chip Cookies,per 38 gram,10,10,10,Snacks & Branded Foods,this item is Unibic Choco Chip Cookies,100,https://cdn4.mydukaan.io/app/image/371x371/?url=https://mydukaan.s3.amazonaws.com/4095334/aed5eba0-f960-4532-acdb-c318a2972346/1622184584791-20421e9a-ed8e-43f7-93db-82d7857906f0.jpeg,True,0,,,False,1
1002,Dark Fantasy Choco Fills,per 75 gram,35,35,35,Snacks & Branded Foods,this item is Dark Fantasy Choco Fills,100,https://cdn6.mydukaan.io/app/image/371x371/?url=https://mydukaan.s3.amazonaws.com/4095334/aed5eba0-f960-4532-acdb-c318a2972346/1622266299636-7635e0b3-c908-4225-8dc6-dcafd7caf87f.jpeg,True,0,,,False,1
1003,Oreo Choco Cream Biscuit,per 47 gram,10,10,10,Snacks & Branded Foods,this item is Oreo Choco Cream Biscuit,100,https://cdn4.mydukaan.io/app/image/371x371/?url=https://mydukaan.s3.amazonaws.com/4095334/aed5eba0-f960-4532-acdb-c318a2972346/1622610697242-523bb627-dd9e-49f9-a1e0-0dea2cc3a58f.jpeg,True,0,,,False,1
1004,Oreo Choco Cream Biscuit,per 120 gram,30,30,30,Snacks & Branded Foods,this item is Oreo Choco Cream Biscuit,100,https://cdn4.mydukaan.io/app/image/371x371/?url=https://mydukaan.s3.amazonaws.com/4095334/aed5eba0-f960-4532-acdb-c318a2972346/1622610707118-a4705f54-1832-4e20-83d5-4aaf127d0cbe.jpeg,True,0,,,False,1
1005,Parle Real Elachi Rusk(12 Pack),per packet,55,60,55,Snacks & Branded Foods,this item is Parle Real Elachi Rusk(12 Pack),100,https://cdn6.mydukaan.io/app/image/371x371/?url=https://mydukaan.s3.amazonaws.com/4095334/aed5eba0-f960-4532-acdb-c318a2972346/1622865726854-6deb7c6b-6861-41eb-a9ce-6885a25bba42.jpeg,True,0,,,False,1
1006,Maggi Masala Atta Noodles,per 73 gram,22,22,22,Snacks & Branded Foods,this item is Maggi Masala Atta Noodles,100,https://cdn4.mydukaan.io/app/image/371x371/?url=https://mydukaan.s3.amazonaws.com/4095334/aed5eba0-f960-4532-acdb-c318a2972346/1622868924349-701d2da2-656f-4ce5-880b-02786fa3b5a0.jpeg,True,0,,,False,1
1007,Maggi Chatpata Tomato Noodles,per 60 gram,15,15,15,Snacks & Branded Foods,this item is Maggi Chatpata Tomato Noodles,100,https://cdn.mydukaan.io/app/image/371x371/?url=https://mydukaan.s3.amazonaws.com/4095334/aed5eba0-f960-4532-acdb-c318a2972346/1622869001871-12343f69-de19-4fbb-b4d6-e727f3cc1456.jpeg,False,0,,,False,1
1008,Kissan Mixed Fruit Jam,per 100 gm,20,20,20,Snacks & Branded Foods,this item is Kissan Mixed Fruit Jam,100,https://cdn.mydukaan.io/app/image/371x371/?url=https://mydukaan.s3.ap-south-1.amazonaws.com/snacks-branded-foods/kissan-mixed-fruit-jam-1i69ghdkzj.jpg,True,0,,,False,1
1009,Kissan Fresh Tomato Ketchup Pouch 425g,per 130 gm,15,15,15,Snacks & Branded Foods,this item is Kissan Fresh Tomato Ketchup Pouch 425g,100,https://cdn.mydukaan.io/app/image/371x371/?url=https://mydukaan-prod.s3.amazonaws.com/master/products/kissan-fresh-tomato-ketchup-pouch-425g.png,True,0,,,False,1
1010,Kissan Fresh Tomato Ketchup 1kg,per 200 gm,60,60,60,Snacks & Branded Foods,this item is Kissan Fresh Tomato Ketchup 1kg,100,https://cdn.mydukaan.io/app/image/371x371/?url=https://mydukaan-prod.s3.amazonaws.com/master/products/kissan-fresh-tomato-ketchup-1kg.jpg,False,0,,,False,1
1011,Maggi 2-Minute Special Masala Instant Noodles,per 70 g,15,15,15,Snacks & Branded Foods,this item is Maggi 2-Minute Special Masala Instant Noodles,100,https://cdn4.mydukaan.io/app/image/371x371/?url=https://mydukaan.s3.amazonaws.com/snacks-branded-foods/maggi-2-minute-special-masala-instant-noodles-xp4zkjp328.jpg,True,0,,,False,1
1012,Maggi Masala Veg Atta Noodles 4pack 290gm,per 290 gm,86,86,86,Snacks & Branded Foods,this item is Maggi Masala Veg Atta Noodles 4pack 290gm,100,https://cdn.mydukaan.io/app/image/371x371/?url=https://mydukaan-prod.s3.amazonaws.com/master/products/maggi-masala-veg-atta-noodles-4pack-290gm.png,True,0,,,False,1
1013,Maggi Noodles 8 Pack 91,per 560 gm,91,91,91,Snacks & Branded Foods,this item is Maggi Noodles 8 Pack 91,100,https://cdn6.mydukaan.io/app/image/371x371/?url=https://mydukaan-prod.s3.amazonaws.com/master/products/maggi-noodles-8-pack-91.png,True,0,,,False,1
1014,Maggi Noodles Rs12,per 70 gm,12,12,12,Snacks & Branded Foods,this item is Maggi Noodles Rs12,100,https://cdn4.mydukaan.io/app/image/371x371/?url=https://mydukaan-prod.s3.amazonaws.com/master/products/maggi-noodles-rs12.png,True,0,,,False,1
1015,Maggi Noodles 6 Pack 68,per 420 gm,68,68,68,Snacks & Branded Foods,this item is Maggi Noodles 6 Pack 68,100,https://cdn6.mydukaan.io/app/image/371x371/?url=https://mydukaan-prod.s3.amazonaws.com/master/products/maggi-noodles-6-pack-68.png,True,0,,,False,1
1016,Maggi Noodles 4 Pack 46,per 280 gm,46,46,46,Snacks & Branded Foods,this item is Maggi Noodles 4 Pack 46,100,https://cdn4.mydukaan.io/app/image/371x371/?url=https://mydukaan-prod.s3.amazonaws.com/master/products/maggi-noodles-4-pack-46.png,True,0,,,False,1
1017,Maggi Noodles Rs24,per 140 gm,24,24,24,Snacks & Branded Foods,this item is Maggi Noodles Rs24,100,https://cdn.mydukaan.io/app/image/371x371/?url=https://mydukaan-prod.s3.amazonaws.com/master/products/maggi-noodles-rs24.png,True,0,,,False,1
1018,Act 2 Popcorn Magic Butter,per piece,10,10,10,Snacks & Branded Foods,this item is Act 2 Popcorn Magic Butter,100,https://cdn6.mydukaan.io/app/image/371x371/?url=https://mydukaan.s3.amazonaws.com/4095334/aed5eba0-f960-4532-acdb-c318a2972346/1626322136712-61bc272c-e28b-4abf-bd28-b15167549140.jpeg,True,0,,,False,1
1019,Act 2 Popcorn Golden Sizzle,per piece,10,10,10,Snacks & Branded Foods,this item is Act 2 Popcorn Golden Sizzle,100,https://cdn6.mydukaan.io/app/image/371x371/?url=https://projecteagle.s3.ap-south-1.amazonaws.com/images/6733d54f-24fe-470d-95a7-05da7e6f96cb.jpg,True,0,,,False,1
1020,Act 2 Popcorn Chilli Surprise,per piece,10,10,10,Snacks & Branded Foods,this item is Act 2 Popcorn Chilli Surprise,100,https://cdn6.mydukaan.io/app/image/371x371/?url=https://projecteagle.s3.ap-south-1.amazonaws.com/images/794dcd2c-f9e0-48c0-a5eb-6cafcafb47cc.jpg,True,0,,,False,1
1021,Kissan Mixed Fruit Jam 500g,per 500 gm,155,155,155,Snacks & Branded Foods,this item is Kissan Mixed Fruit Jam 500g,100,https://cdn6.mydukaan.io/app/image/371x371/?url=https://mydukaan-prod.s3.amazonaws.com/master/products/kissan-mixed-fruit-jam-500g.jpg,True,0,,,False,1
1022,Britannia Marie Gold Rs25,per piece,25,25,25,Snacks & Branded Foods,this item is Britannia Marie Gold Rs25,100,https://cdn.mydukaan.io/app/image/371x371/?url=https://mydukaan-prod.s3.amazonaws.com/master/products/britannia-marie-gold-rs30.png,True,0,,,False,1
1023,Atukulu/ Poha,250 Gm,20,20,20,Snacks & Branded Foods,this item is Atukulu/ Poha,100,https://cdn3.mydukaan.io/app/image/371x371/?url=https://dukaan-us.s3.amazonaws.com/4095334/aed5eba0-f960-4532-acdb-c318a2972346/1627391509558-f71a6a33-c257-492a-ac1b-8cd90021fc3f.jpeg,True,0,,,False,1
1024,Atukulu/ Poha,500 Gm,35,40,35,Snacks & Branded Foods,this item is Atukulu/ Poha,100,https://cdn3.mydukaan.io/app/image/371x371/?url=https://dukaan-us.s3.amazonaws.com/4095334/aed5eba0-f960-4532-acdb-c318a2972346/1627391509558-f71a6a33-c257-492a-ac1b-8cd90021fc3f.jpeg,True,1,,,False,1
1025,Atukulu/ Poha,1 Kg,60,80,60,Snacks & Branded Foods,this item is Atukulu/ Poha,100,https://cdn3.mydukaan.io/app/image/371x371/?url=https://dukaan-us.s3.amazonaws.com/4095334/aed5eba0-f960-4532-acdb-c318a2972346/1627391509558-f71a6a33-c257-492a-ac1b-8cd90021fc3f.jpeg,True,2,,,False,1
1026,Britannia Rusk 273g,per 273 gm,40,40,40,Snacks & Branded Foods,this item is Britannia Rusk 273g,100,https://cdn.mydukaan.io/app/image/371x371/?url=https://mydukaan-prod.s3.amazonaws.com/master/products/product__67f26336-d021-4a8e-b983-44f3988b109c.jpg,True,0,,,False,1
1027,Britannia Rusk 72g,per 72 gm,10,10,10,Snacks & Branded Foods,this item is Britannia Rusk 72g,100,https://cdn6.mydukaan.io/app/image/371x371/?url=https://mydukaan-prod.s3.amazonaws.com/master/products/product__39c23775-b650-496f-9234-9ed709f1cb61.jpg,True,0,,,False,1
1028,Yippee Magic Masala Noodles 240g,per 280 gm,46,46,46,Snacks & Branded Foods,this item is Yippee Magic Masala Noodles 240g,100,https://cdn4.mydukaan.io/app/image/371x371/?url=https://mydukaan-prod.s3.amazonaws.com/master/products/yippee-magic-masala-noodles-240g.jpg,True,0,,,False,1
1029,Yippee Magic Masala Noodles 405g,per 405 gm,70,70,70,Snacks & Branded Foods,this item is Yippee Magic Masala Noodles 405g,100,https://cdn3.mydukaan.io/app/image/371x371/?url=https://dukaan-us.s3.amazonaws.com/4095334/aed5eba0-f960-4532-acdb-c318a2972346/1628342365012-7330364a-84aa-4149-80e0-09ef12d296ee.jpeg,True,0,,,False,1
1030,Yippee Magic Masala Noodles 20g,per 20 gm,5,5,5,Snacks & Branded Foods,this item is Yippee Magic Masala Noodles 20g,100,https://cdn6.mydukaan.io/app/image/371x371/?url=https://mydukaan-prod.s3.amazonaws.com/master/products/yippee-magic-masala-noodles-70g.png,True,0,,,False,1
1031,Kinder Joy Boys,per 20 grams,40,40,40,Snacks & Branded Foods,this item is Kinder Joy Boys,100,https://cdn6.mydukaan.io/app/image/371x371/?url=https://mydukaan.s3.amazonaws.com/snacks-branded-foods/kinder-joy-boys-0lunbxwwzf.jpg,True,0,,,False,1
1032,Kissan Mixed Fruit Jam 200g,per 200 gm,68,68,68,Snacks & Branded Foods,this item is Kissan Mixed Fruit Jam 200g,100,https://cdn3.mydukaan.io/app/image/371x371/?url=https://dukaan-us.s3.amazonaws.com/4095334/aed5eba0-f960-4532-acdb-c318a2972346/1630153106484-1999e48a-cdea-454d-9586-325edb6e1977.jpeg,True,0,,,False,1
1033,గోదుములు / Wheat,Size: 250gm,10,15,10,Staples,this item is గోదుములు / Wheat,100,https://cdn6.mydukaan.io/app/image/371x371/?url=https://mydukaan.s3.amazonaws.com/4095334/aed5eba0-f960-4532-acdb-c318a2972346/1619191784306-83068ade-9748-4e43-ac97-739f1e332050.jpeg,True,0,,,False,1
1034,India Gate Super Basmati Rice/ఇండియా గేట్ సూపర్ బాస్మతి బియ్యం,Size: 1250gm,150,182,150,Staples,this item is India Gate Super Basmati Rice/ఇండియా గేట్ సూపర్ బాస్మతి బియ్యం,100,https://cdn6.mydukaan.io/app/image/371x371/?url=https://mydukaan.s3.amazonaws.com/4095334/aed5eba0-f960-4532-acdb-c318a2972346/1619253745556-e9d2ed6c-2fd0-4449-8928-6d3f64c47eed.jpeg,False,0,,,False,1
1035,India Gate Dubar Basmati Rice/ఇండియా గేట్ దుబార బాస్మతి బియ్యం,per kg,110,115,110,Staples,this item is India Gate Dubar Basmati Rice/ఇండియా గేట్ దుబార బాస్మతి బియ్యం,100,https://cdn.mydukaan.io/app/image/371x371/?url=https://mydukaan.s3.amazonaws.com/4095334/aed5eba0-f960-4532-acdb-c318a2972346/1619253650818-e25e6aef-f31a-441f-89fa-da631a7fc461.jpeg,True,0,,,False,1
1036,Srilalitha Basmati Rice/శ్రీలలిత బాస్మతి బియ్యం,per kg,100,150,100,Staples,this item is Srilalitha Basmati Rice/శ్రీలలిత బాస్మతి బియ్యం,100,https://cdn6.mydukaan.io/app/image/371x371/?url=https://mydukaan.s3.amazonaws.com/4095334/aed5eba0-f960-4532-acdb-c318a2972346/1619434676760-79b9a26f-eb44-4092-a026-72e2ac1f4623.jpeg,True,0,,,False,1
1037,All Star Royal Basmati Rice/ఆల్ స్టార్ రాయల్ బాస్మతి బియ్యం,per kg,100,225,100,Staples,this item is All Star Royal Basmati Rice/ఆల్ స్టార్ రాయల్ బాస్మతి బియ్యం,100,https://cdn6.mydukaan.io/app/image/371x371/?url=https://mydukaan.s3.amazonaws.com/4095334/aed5eba0-f960-4532-acdb-c318a2972346/1619231105616-38e1ec85-8838-46e6-ad25-5bf8e4c953de.jpeg,True,0,,,False,1
1038,India Gate Classic Basmathi Rice/ఇండియా గేట్ క్లాసిక్ బాస్మతి బియ్యం,per kg,190,216,190,Staples,this item is India Gate Classic Basmathi Rice/ఇండియా గేట్ క్లాసిక్ బాస్మతి బియ్యం,100,https://cdn4.mydukaan.io/app/image/371x371/?url=https://mydukaan.s3.amazonaws.com/4095334/aed5eba0-f960-4532-acdb-c318a2972346/1619253629552-49247e6b-83fd-4316-8dbc-77bdf801ebe6.jpeg,True,0,,,False,1
1039,777 Kurnool Sona Masuri Rice (Gunny Bag)/777 కర్నూలు సోనా మసూరి బియ్యం (గన్నీ బాగ్),1 Kg,52,55,52,Staples,this item is 777 Kurnool Sona Masuri Rice (Gunny Bag)/777 కర్నూలు సోనా మసూరి బియ్యం (గన్నీ బాగ్),100,https://cdn.mydukaan.io/app/image/371x371/?url=https://mydukaan.s3.amazonaws.com/4095334/aed5eba0-f960-4532-acdb-c318a2972346/1619234468476-73118ccf-9f0c-48e0-a2a8-c9f80444755e.jpeg,True,0,,,False,1
1040,777 Kurnool Sona Masuri Rice (Gunny Bag)/777 కర్నూలు సోనా మసూరి బియ్యం (గన్నీ బాగ్),5 Kg,260,275,260,Staples,this item is 777 Kurnool Sona Masuri Rice (Gunny Bag)/777 కర్నూలు సోనా మసూరి బియ్యం (గన్నీ బాగ్),100,https://cdn.mydukaan.io/app/image/371x371/?url=https://mydukaan.s3.amazonaws.com/4095334/aed5eba0-f960-4532-acdb-c318a2972346/1619234468476-73118ccf-9f0c-48e0-a2a8-c9f80444755e.jpeg,True,1,,,False,1
1041,777 Kurnool Sona Masuri Rice (Gunny Bag)/777 కర్నూలు సోనా మసూరి బియ్యం (గన్నీ బాగ్),10kg,520,550,520,Staples,this item is 777 Kurnool Sona Masuri Rice (Gunny Bag)/777 కర్నూలు సోనా మసూరి బియ్యం (గన్నీ బాగ్),100,https://cdn.mydukaan.io/app/image/371x371/?url=https://mydukaan.s3.amazonaws.com/4095334/aed5eba0-f960-4532-acdb-c318a2972346/1619234468476-73118ccf-9f0c-48e0-a2a8-c9f80444755e.jpeg,True,2,,,False,1
1042,777 Kurnool Sona Masuri Rice (Gunny Bag)/777 కర్నూలు సోనా మసూరి బియ్యం (గన్నీ బాగ్),25kg,"1,275","1,375","1,275",Staples,this item is 777 Kurnool Sona Masuri Rice (Gunny Bag)/777 కర్నూలు సోనా మసూరి బియ్యం (గన్నీ బాగ్),100,https://cdn.mydukaan.io/app/image/371x371/?url=https://mydukaan.s3.amazonaws.com/4095334/aed5eba0-f960-4532-acdb-c318a2972346/1619234468476-73118ccf-9f0c-48e0-a2a8-c9f80444755e.jpeg,True,3,,,False,1
1043,777 Steam Sona Rice/777 ఆవిరి సోనా బియ్యం,1 Kg,42,45,42,Staples,this item is 777 Steam Sona Rice/777 ఆవిరి సోనా బియ్యం,100,https://cdn.mydukaan.io/app/image/371x371/?url=https://mydukaan.s3.amazonaws.com/4095334/aed5eba0-f960-4532-acdb-c318a2972346/1619235081893-c8faf325-256a-4f71-a866-dbb8a70990a3.jpeg,True,0,,,False,1
1044,777 Steam Sona Rice/777 ఆవిరి సోనా బియ్యం,5kg,210,225,210,Staples,this item is 777 Steam Sona Rice/777 ఆవిరి సోనా బియ్యం,100,https://cdn.mydukaan.io/app/image/371x371/?url=https://mydukaan.s3.amazonaws.com/4095334/aed5eba0-f960-4532-acdb-c318a2972346/1619235081893-c8faf325-256a-4f71-a866-dbb8a70990a3.jpeg,True,1,,,False,1
1045,777 Steam Sona Rice/777 ఆవిరి సోనా బియ్యం,10kg,420,450,420,Staples,this item is 777 Steam Sona Rice/777 ఆవిరి సోనా బియ్యం,100,https://cdn.mydukaan.io/app/image/371x371/?url=https://mydukaan.s3.amazonaws.com/4095334/aed5eba0-f960-4532-acdb-c318a2972346/1619235081893-c8faf325-256a-4f71-a866-dbb8a70990a3.jpeg,True,2,,,False,1
1046,777 Steam Sona Rice/777 ఆవిరి సోనా బియ్యం,25kg,"1,050","1,100","1,050",Staples,this item is 777 Steam Sona Rice/777 ఆవిరి సోనా బియ్యం,100,https://cdn.mydukaan.io/app/image/371x371/?url=https://mydukaan.s3.amazonaws.com/4095334/aed5eba0-f960-4532-acdb-c318a2972346/1619235081893-c8faf325-256a-4f71-a866-dbb8a70990a3.jpeg,True,3,,,False,1
1047,Hyma Bullet Pl Rice/హైమా బుల్లెట్ పిఎల్ రైస్,Size: 1 Kg,38,72,38,Staples,this item is Hyma Bullet Pl Rice/హైమా బుల్లెట్ పిఎల్ రైస్,100,https://cdn4.mydukaan.io/app/image/371x371/?url=https://mydukaan.s3.amazonaws.com/4095334/aed5eba0-f960-4532-acdb-c318a2972346/1619235274147-dee91631-7295-4cfa-861a-74abbc9685fc.jpeg,False,0,,,False,1
1048,Basmathi Rice Loose (Unity)/బాస్మతి బియ్యం లూస్(యూనిటీ),per kg,100,120,100,Staples,this item is Basmathi Rice Loose (Unity)/బాస్మతి బియ్యం లూస్(యూనిటీ),100,https://cdn4.mydukaan.io/app/image/371x371/?url=https://mydukaan.s3.amazonaws.com/4095334/aed5eba0-f960-4532-acdb-c318a2972346/1619237860608-ce034be8-3db1-458f-a721-449d8bcf6b07.jpeg,True,0,,,False,1
1049,Basmati Rice Loose (Waga)/బాస్మతి బియ్యం,per kg,100,120,100,Staples,this item is Basmati Rice Loose (Waga)/బాస్మతి బియ్యం,100,https://cdn6.mydukaan.io/app/image/371x371/?url=https://mydukaan.s3.amazonaws.com/4095334/aed5eba0-f960-4532-acdb-c318a2972346/1619237928081-4a8d32a9-9362-46b8-8ce9-9294d329e0fe.jpeg,False,0,,,False,1
1050,Swarna Rice (Green Apple)/స్వర్ణ బియ్యం,1 Kg,36,40,36,Staples,this item is Swarna Rice (Green Apple)/స్వర్ణ బియ్యం,100,https://cdn.mydukaan.io/app/image/371x371/?url=https://mydukaan.s3.amazonaws.com/4095334/aed5eba0-f960-4532-acdb-c318a2972346/1619253474773-13b47b48-fc72-4da3-b53d-1eecab4a4ba3.jpeg,True,0,,,False,1
1051,Swarna Rice (Green Apple)/స్వర్ణ బియ్యం,5kg,180,200,180,Staples,this item is Swarna Rice (Green Apple)/స్వర్ణ బియ్యం,100,https://cdn.mydukaan.io/app/image/371x371/?url=https://mydukaan.s3.amazonaws.com/4095334/aed5eba0-f960-4532-acdb-c318a2972346/1619253474773-13b47b48-fc72-4da3-b53d-1eecab4a4ba3.jpeg,True,1,,,False,1
1052,Swarna Rice (Green Apple)/స్వర్ణ బియ్యం,10kg,350,400,350,Staples,this item is Swarna Rice (Green Apple)/స్వర్ణ బియ్యం,100,https://cdn.mydukaan.io/app/image/371x371/?url=https://mydukaan.s3.amazonaws.com/4095334/aed5eba0-f960-4532-acdb-c318a2972346/1619253474773-13b47b48-fc72-4da3-b53d-1eecab4a4ba3.jpeg,True,2,,,False,1
1053,Swarna Rice (Green Apple)/స్వర్ణ బియ్యం,25kg,850,"1,000",850,Staples,this item is Swarna Rice (Green Apple)/స్వర్ణ బియ్యం,100,https://cdn.mydukaan.io/app/image/371x371/?url=https://mydukaan.s3.amazonaws.com/4095334/aed5eba0-f960-4532-acdb-c318a2972346/1619253474773-13b47b48-fc72-4da3-b53d-1eecab4a4ba3.jpeg,True,3,,,False,1
1054,Bambino Vermicelli(బాంబినో సెమియా),250gm,20,20,20,Staples,this item is Bambino Vermicelli(బాంబినో సెమియా),100,https://cdn6.mydukaan.io/app/image/371x371/?url=https://mydukaan.s3.amazonaws.com/4095334/aed5eba0-f960-4532-acdb-c318a2972346/1619254099628-4a5bdb2d-f066-49df-b6ca-d731b087f2e8.jpeg,True,0,,,False,1
1055,Bambino Vermicelli(బాంబినో సెమియా),400gm,35,40,35,Staples,this item is Bambino Vermicelli(బాంబినో సెమియా),100,https://cdn6.mydukaan.io/app/image/371x371/?url=https://mydukaan.s3.amazonaws.com/4095334/aed5eba0-f960-4532-acdb-c318a2972346/1619254099628-4a5bdb2d-f066-49df-b6ca-d731b087f2e8.jpeg,True,1,,,False,1
1056,Bambino Vermicelli(బాంబినో సెమియా),1 Kg,70,85,70,Staples,this item is Bambino Vermicelli(బాంబినో సెమియా),100,https://cdn6.mydukaan.io/app/image/371x371/?url=https://mydukaan.s3.amazonaws.com/4095334/aed5eba0-f960-4532-acdb-c318a2972346/1619254099628-4a5bdb2d-f066-49df-b6ca-d731b087f2e8.jpeg,True,2,,,False,1
1057,Bambino Vermicelli(బాంబినో సెమియా),5kg,110,120,110,Staples,this item is Bambino Vermicelli(బాంబినో సెమియా),100,https://cdn6.mydukaan.io/app/image/371x371/?url=https://mydukaan.s3.amazonaws.com/4095334/aed5eba0-f960-4532-acdb-c318a2972346/1619254099628-4a5bdb2d-f066-49df-b6ca-d731b087f2e8.jpeg,True,3,,,False,1
1058,Mtr Vermicelli/ఎంటిఆర్ సేమ్యా,80gm,10,10,10,Staples,this item is Mtr Vermicelli/ఎంటిఆర్ సేమ్యా,100,https://cdn.mydukaan.io/app/image/210x210/?url=https://mydukaan.s3.amazonaws.com/4095334/aed5eba0-f960-4532-acdb-c318a2972346/1619254080485-364012af-503b-442d-8f56-9885c0a6c7a8.jpeg,True,0,,,False,1
1059,Mtr Vermicelli/ఎంటిఆర్ సేమ్యా,400gm,40,42,40,Staples,this item is Mtr Vermicelli/ఎంటిఆర్ సేమ్యా,100,https://cdn.mydukaan.io/app/image/210x210/?url=https://mydukaan.s3.amazonaws.com/4095334/aed5eba0-f960-4532-acdb-c318a2972346/1619254080485-364012af-503b-442d-8f56-9885c0a6c7a8.jpeg,True,1,,,False,1
1060,Mtr Vermicelli/ఎంటిఆర్ సేమ్యా,850gm,70,80,70,Staples,this item is Mtr Vermicelli/ఎంటిఆర్ సేమ్యా,100,https://cdn.mydukaan.io/app/image/210x210/?url=https://mydukaan.s3.amazonaws.com/4095334/aed5eba0-f960-4532-acdb-c318a2972346/1619254080485-364012af-503b-442d-8f56-9885c0a6c7a8.jpeg,True,2,,,False,1
1061,Varalakshmi Nylon Sago(వరలక్ష్మి నైలాన్ సగ్గుబియ్యం),200gm,25,25,25,Staples,this item is Varalakshmi Nylon Sago(వరలక్ష్మి నైలాన్ సగ్గుబియ్యం),100,https://cdn6.mydukaan.io/app/image/210x210/?url=https://mydukaan.s3.amazonaws.com/4095334/aed5eba0-f960-4532-acdb-c318a2972346/1619254065219-7067c8ff-29d0-4ee2-b38b-c45acd943204.jpeg,True,0,,,False,1
1062,Varalakshmi Nylon Sago(వరలక్ష్మి నైలాన్ సగ్గుబియ్యం),500gm,50,52,50,Staples,this item is Varalakshmi Nylon Sago(వరలక్ష్మి నైలాన్ సగ్గుబియ్యం),100,https://cdn6.mydukaan.io/app/image/210x210/?url=https://mydukaan.s3.amazonaws.com/4095334/aed5eba0-f960-4532-acdb-c318a2972346/1619254065219-7067c8ff-29d0-4ee2-b38b-c45acd943204.jpeg,True,1,,,False,1
1063,Varalakshmi Big Sago(వరలక్ష్మి పెద్ద సగ్గుబియ్యం),200gm,25,37,25,Staples,this item is Varalakshmi Big Sago(వరలక్ష్మి పెద్ద సగ్గుబియ్యం),100,https://cdn.mydukaan.io/app/image/210x210/?url=https://mydukaan.s3.amazonaws.com/4095334/aed5eba0-f960-4532-acdb-c318a2972346/1619254048917-24508b25-8cd0-4f4a-800f-dc09f71aee83.jpeg,True,0,,,False,1
1064,Varalakshmi Big Sago(వరలక్ష్మి పెద్ద సగ్గుబియ్యం),500gm,50,70,50,Staples,this item is Varalakshmi Big Sago(వరలక్ష్మి పెద్ద సగ్గుబియ్యం),100,https://cdn.mydukaan.io/app/image/210x210/?url=https://mydukaan.s3.amazonaws.com/4095334/aed5eba0-f960-4532-acdb-c318a2972346/1619254048917-24508b25-8cd0-4f4a-800f-dc09f71aee83.jpeg,True,1,,,False,1
1065,Sajjuvalu / సజ్జువాలు,100gm,30,50,30,Staples,this item is Sajjuvalu / సజ్జువాలు,100,https://cdn4.mydukaan.io/app/image/210x210/?url=https://mydukaan.s3.amazonaws.com/4095334/aed5eba0-f960-4532-acdb-c318a2972346/1619669745738-fe762dce-2f6a-4ca3-bf0c-1b9dc23c42d5.jpeg,True,0,,,False,1
1066,Sajjuvalu / సజ్జువాలు,250gm,75,90,75,Staples,this item is Sajjuvalu / సజ్జువాలు,100,https://cdn4.mydukaan.io/app/image/210x210/?url=https://mydukaan.s3.amazonaws.com/4095334/aed5eba0-f960-4532-acdb-c318a2972346/1619669745738-fe762dce-2f6a-4ca3-bf0c-1b9dc23c42d5.jpeg,True,1,,,False,1
