,name,weight,retail_price,max_retail_price,category,url
5,చాయా మినపప్పు/ urad dal/ sai menapappu,Size: 100gn,12,15.0,dals,https://cdn.mydukaan.io/app/image/357x357/?url=https://mydukaan.s3.amazonaws.com/4095334/aed5eba0-f960-4532-acdb-c318a2972346/1619157909389-da467e2e-7b33-4a2b-92c7-1b9dfbc37d4b.jpeg
6,చాయా మినపగుళ్ళు/ urad dal/ sai menapagullu,Size: 500gm,60,65.0,dals,https://cdn.mydukaan.io/app/image/357x357/?url=https://mydukaan.s3.amazonaws.com/4095334/aed5eba0-f960-4532-acdb-c318a2972346/1619157747137-b46967ec-8a73-44f1-89ef-fcc3100582d3.jpeg
7,వేరుశనగ గుళ్ళు / ground nuts / vayrusenagagullu,Size: 250 Gm,30,35.0,dals,https://cdn.mydukaan.io/app/image/357x357/?url=https://mydukaan.s3.amazonaws.com/4095334/aed5eba0-f960-4532-acdb-c318a2972346/1619157874966-68dfa381-90ce-49f2-8bf1-d121f52bbc35.jpeg
8,వేపుడు శనగపప్పు / పుట్నాలు / rosted bengal gram/ vaypudu senagapappu,Size: 250gm,20,30.0,dals,https://cdn.mydukaan.io/app/image/357x357/?url=https://mydukaan.s3.amazonaws.com/4095334/aed5eba0-f960-4532-acdb-c318a2972346/1619168955494-9192a97a-56e0-402e-9a84-f0a9fde20d92.jpeg
9,బొబ్బర పప్పు /bobbara pappu,Size: 250gm,20,25.0,dals,https://cdn.mydukaan.io/app/image/357x357/?url=https://mydukaan.s3.amazonaws.com/4095334/aed5eba0-f960-4532-acdb-c318a2972346/1622646538909-2cc180a2-b02c-4697-9865-8b1e6d0e4486.jpeg
10,పొట్టు పెసర పప్పు / green gram dal / pottu pasarapappu,Size: 250gm,30,,dals,https://cdn.mydukaan.io/app/image/357x357/?url=https://mydukaan.s3.amazonaws.com/4095334/aed5eba0-f960-4532-acdb-c318a2972346/1619167668225-5bcb5962-88d7-4d0e-9689-c3df8bbd58f8.jpeg
11,ఎర్ర శనగలు చిన్నవి/ brown kommu senagalu/ red senagalu,Size: 250gm,20,25.0,dals,https://cdn.mydukaan.io/app/image/357x357/?url=https://mydukaan.s3.amazonaws.com/4095334/aed5eba0-f960-4532-acdb-c318a2972346/1619166796207-e967d81d-5652-496b-aef2-b21de470b007.jpeg
12,తెల్ల శనగలు పెద్దవి / kabuli channa big / white senagalu,Size: 250,30,,dals,https://cdn.mydukaan.io/app/image/357x357/?url=https://mydukaan.s3.amazonaws.com/4095334/aed5eba0-f960-4532-acdb-c318a2972346/1619166853138-a732796a-3a03-4225-bd38-9e0eb0958551.jpeg
13,మినువులు /black gram / menuvulu,Size: 250gm,30,,dals,https://cdn.mydukaan.io/app/image/357x357/?url=https://mydukaan.s3.amazonaws.com/4095334/aed5eba0-f960-4532-acdb-c318a2972346/1619191509244-454b25bb-8c37-46df-a570-01cbffdea3b1.jpeg
14,tenali double horse urad dall/తెనాలి డబుల్ హార్స్ మినప గుళ్ళు / double hourse menapagullu,per kg,125,159.0,dals,https://cdn.mydukaan.io/app/image/357x357/?url=https://mydukaan.s3.amazonaws.com/4095334/aed5eba0-f960-4532-acdb-c318a2972346/1619177023407-ee1d4d5e-9db1-45df-9ca5-3a1b524cb171.jpeg
0,jumbo water glass (45 count)/జంబో వాటర్ గ్లాస్ (45 కౌంట్),per packet,40,50.0,disposable items,https://cdn.mydukaan.io/app/image/357x357/?url=https://mydukaan.s3.amazonaws.com/4095334/aed5eba0-f960-4532-acdb-c318a2972346/1620106166011-5c176279-cada-41bb-b504-307e44bd8762.jpeg
1,champion water glass (60 count)/ఛాంపియన్ వాటర్ గ్లాస్ (60 కౌంట్),per packet,40,45.0,disposable items,https://cdn.mydukaan.io/app/image/357x357/?url=https://mydukaan.s3.amazonaws.com/4095334/aed5eba0-f960-4532-acdb-c318a2972346/1620106279174-44c7b97e-a68f-44dd-89aa-1ea38d645fd7.jpeg
2,tea glass plastic (60 count)/టీ గ్లాస్ ప్లాస్టిక్ (60 కౌంట్),per packet,20,25.0,disposable items,https://cdn.mydukaan.io/app/image/357x357/?url=https://mydukaan.s3.amazonaws.com/4095334/aed5eba0-f960-4532-acdb-c318a2972346/1620106412488-44409489-d25c-4fc3-9748-15967b403196.jpeg
3,tea glass paper (60ml)/టీ గ్లాస్ పేపర్ (60 మి.లీ),per packet,20,25.0,disposable items,https://cdn.mydukaan.io/app/image/357x357/?url=https://mydukaan.s3.amazonaws.com/4095334/aed5eba0-f960-4532-acdb-c318a2972346/1620106809240-122e83b3-83eb-4caf-9798-759055abf210.jpeg
4,tea glass paper (100 ml)/టీ గ్లాస్ పేపర్ (100 మి.లీ),per packet,120,140.0,disposable items,https://cdn.mydukaan.io/app/image/357x357/?url=https://mydukaan.s3.amazonaws.com/4095334/aed5eba0-f960-4532-acdb-c318a2972346/1620106904976-e841eeb5-8360-42cc-84c7-724413981d48.jpeg
5,tiffin plates (15 count)/టిఫెన్ ప్లేట్లు (15 కౌంట్),Size: Big Size,15,20.0,disposable items,https://cdn.mydukaan.io/app/image/357x357/?url=https://mydukaan.s3.amazonaws.com/4095334/aed5eba0-f960-4532-acdb-c318a2972346/1620107105058-cbaa554b-bcd8-43d0-b525-c4de6077642f.jpeg
6,green buffet paper plates/గ్రీన్ బఫే పేపర్ ప్లేట్లు,per packet,40,50.0,disposable items,https://cdn.mydukaan.io/app/image/357x357/?url=https://mydukaan.s3.amazonaws.com/4095334/aed5eba0-f960-4532-acdb-c318a2972346/1620107245484-7378a605-7157-434e-98f4-cbb02a112ef9.jpeg
7,plastic curry cups/ప్లాస్టిక్ కర్రీ కప్స్,per packet,40,50.0,disposable items,https://cdn.mydukaan.io/app/image/357x357/?url=https://mydukaan.s3.amazonaws.com/4095334/aed5eba0-f960-4532-acdb-c318a2972346/1620107342339-1f870131-85e1-4873-afd6-2452537a14ad.jpeg
8,disposible gold coated paper plate (20 count),per packet,25,30.0,disposable items,https://cdn.mydukaan.io/app/image/357x357/?url=https://mydukaan.s3.amazonaws.com/4095334/aed5eba0-f960-4532-acdb-c318a2972346/1620121256669-a5c501e0-302f-487b-92eb-1238a185e382.jpeg
9,green designer paper plate (40count),per packet,80,100.0,disposable items,https://cdn.mydukaan.io/app/image/357x357/?url=https://mydukaan.s3.amazonaws.com/4095334/aed5eba0-f960-4532-acdb-c318a2972346/1620121657719-14f09f63-bfe2-41d0-991a-b74fb360f3ce.jpeg
10,disposable plastic curry cups strong,Size: 50 Cups,50,,disposable items,https://cdn.mydukaan.io/app/image/357x357/?url=https://mydukaan.s3.amazonaws.com/4095334/aed5eba0-f960-4532-acdb-c318a2972346/1620121939878-ed50829c-b8fb-4087-a816-d85f5830bb8f.jpeg
11,plastic spoons small (100 pcs),per packet,10,20.0,disposable items,https://cdn.mydukaan.io/app/image/357x357/?url=https://mydukaan.s3.amazonaws.com/4095334/aed5eba0-f960-4532-acdb-c318a2972346/1620122093637-872f7190-8035-4658-9371-a52f72f143c8.jpeg
12,plastic spoons big (100 count),per packet,25,33.0,disposable items,https://cdn.mydukaan.io/app/image/357x357/?url=https://mydukaan.s3.amazonaws.com/4095334/aed5eba0-f960-4532-acdb-c318a2972346/1620122165523-d813b53e-500f-4175-9bba-78d7dcef3c8c.jpeg
13,table paper roll,per piece,70,100.0,disposable items,https://cdn.mydukaan.io/app/image/357x357/?url=https://mydukaan.s3.amazonaws.com/4095334/aed5eba0-f960-4532-acdb-c318a2972346/1621003598046-4a8180b5-df1d-4218-8765-ddd0d0e9a898.jpeg
14,table paper roll white,per kg,100,120.0,disposable items,https://cdn.mydukaan.io/app/image/357x357/?url=https://mydukaan.s3.amazonaws.com/4095334/aed5eba0-f960-4532-acdb-c318a2972346/1621003716510-af0d7b0c-890a-4c7e-9b0f-57c4f270df29.jpeg
0,badam / బాదంపప్పు,Size: 100gm,80,85.0,dry fruits,https://cdn.mydukaan.io/app/image/371x371/?url=https://mydukaan.s3.amazonaws.com/4095334/aed5eba0-f960-4532-acdb-c318a2972346/1619669552673-1faf8216-32f9-48d9-987b-8a62198934be.jpeg
1,eṇḍi kharjūraṁ / ఎండి ఖర్జూరం,Size: 100gm,30,35.0,dry fruits,https://cdn.mydukaan.io/app/image/371x371/?url=https://mydukaan.s3.amazonaws.com/4095334/aed5eba0-f960-4532-acdb-c318a2972346/1619669613100-de07afba-6ffd-4856-ab85-365dad93e867.jpeg
2,endi drakshw normal / ఎండిదాక్,per 250 gram,130,200.0,dry fruits,https://cdn.mydukaan.io/app/image/371x371/?url=https://mydukaan.s3.amazonaws.com/4095334/aed5eba0-f960-4532-acdb-c318a2972346/1619933847370-1cc2f9a4-f23f-4011-aafc-2d264308136e.jpeg
3,endi drakshw sp / ఎండి దాక్ష స్పెషల్,Size: 250gm,200,250.0,dry fruits,https://cdn.mydukaan.io/app/image/371x371/?url=https://mydukaan.s3.amazonaws.com/4095334/aed5eba0-f960-4532-acdb-c318a2972346/1619933796124-8ad74a78-1cf5-4e23-9e08-f2f7e31a56f5.jpeg
4,anjur / అంజుర్,Size: 250gm,250,325.0,dry fruits,https://cdn.mydukaan.io/app/image/371x371/?url=https://mydukaan.s3.amazonaws.com/4095334/aed5eba0-f960-4532-acdb-c318a2972346/1619669726321-f9d25983-7697-4996-8c3e-d975fcaeb12a.jpeg
5,pista / పిస్తా,per 250 gram,300,495.0,dry fruits,https://cdn.mydukaan.io/app/image/371x371/?url=https://mydukaan.s3.amazonaws.com/4095334/aed5eba0-f960-4532-acdb-c318a2972346/1625919761917-a86d94b7-f37b-4010-80fd-6cba76b2afd9.jpeg
6,walnuts / వాల్ నట్స్,per 250 gram,300,499.0,dry fruits,https://cdn.mydukaan.io/app/image/371x371/?url=https://mydukaan.s3.amazonaws.com/4095334/aed5eba0-f960-4532-acdb-c318a2972346/1624158588873-c6fab93b-3d37-4cb8-82ca-d53c4e2a9ee0.jpeg
7,jedipappu/cashew nuts/జీడిపప్పు,Size: 50gm,35,40.0,dry fruits,https://cdn.mydukaan.io/app/image/371x371/?url=https://mydukaan.s3.amazonaws.com/4095334/aed5eba0-f960-4532-acdb-c318a2972346/1619707430076-5da8a9de-0ac4-40c8-97e5-fffc9a7e9a16.jpeg
8,kismiss/కిస్మిస్,Size: 50gm,15,18.0,dry fruits,https://cdn.mydukaan.io/app/image/371x371/?url=https://mydukaan.s3.amazonaws.com/4095334/aed5eba0-f960-4532-acdb-c318a2972346/1619707605935-500b4475-5c86-4538-b74b-7eb0fd32b528.jpeg
9,lina vacuum dates,per 450 gram,135,145.0,dry fruits,https://cdn.mydukaan.io/app/image/371x371/?url=https://mydukaan.s3.amazonaws.com/4095334/aed5eba0-f960-4532-acdb-c318a2972346/1620282268983-fd70fb53-a788-4661-9699-98fc6862e1fb.jpeg
10,apis royal premium dates (buy 1 get 1 free),per 500 gram,230,,dry fruits,https://cdn.mydukaan.io/app/image/371x371/?url=https://mydukaan.s3.amazonaws.com/4095334/aed5eba0-f960-4532-acdb-c318a2972346/1620882038964-76ed9d55-42e3-473f-af3e-616fa85384f4.jpeg
0,మైదా / maida loose,Size: 250gm,8,12.0,flours(pindi),https://cdn.mydukaan.io/app/image/357x357/?url=https://mydukaan.s3.amazonaws.com/4095334/aed5eba0-f960-4532-acdb-c318a2972346/1619169155710-380b5787-ce5f-4975-805b-0ec8766db69b.jpeg
1,పూరి పిండి / గోదుమా పిండి / చపాతి పిండి /puri pindi/ godhuma pindi/ chapathi pindi/ atta,Size: 500gm,15,20.0,flours(pindi),https://cdn.mydukaan.io/app/image/357x357/?url=https://mydukaan.s3.amazonaws.com/4095334/aed5eba0-f960-4532-acdb-c318a2972346/1619169068061-ecb22233-735a-4549-bb42-f3883d4c6ceb.jpeg
2,సేనగపిండి /senaga pindi / besan flour,Size: 250gm,20,25.0,flours(pindi),https://cdn.mydukaan.io/app/image/357x357/?url=https://mydukaan.s3.amazonaws.com/4095334/aed5eba0-f960-4532-acdb-c318a2972346/1619168901540-b6bde77d-b460-4d9d-9d17-ea726f2a7e9c.jpeg
3,aashirvaad atta/ఆశీర్వాద్ ఆట,Size: 5 Kg,240,270.0,flours(pindi),https://cdn.mydukaan.io/app/image/357x357/?url=https://mydukaan.s3.amazonaws.com/4095334/aed5eba0-f960-4532-acdb-c318a2972346/1619252985632-70ccf2d9-0ef5-4c60-b808-4f509de122ec.jpeg
4,maida pack / మైదా,Size: 500gm,20,30.0,flours(pindi),https://cdn.mydukaan.io/app/image/357x357/?url=https://mydukaan.s3.amazonaws.com/4095334/aed5eba0-f960-4532-acdb-c318a2972346/1622956233933-472c3740-1abd-4ea0-b459-1d1e2fb12e20.jpeg
5,annapurna atta/అన్నపూర్ణ ఆట,per kg,50,,flours(pindi),https://cdn.mydukaan.io/app/image/357x357/?url=https://mydukaan.s3.amazonaws.com/4095334/aed5eba0-f960-4532-acdb-c318a2972346/1619179749415-8f8f046f-999f-4fba-9b1e-977d280db791.jpeg
6,srilalitha atta/శ్రీలలిత ఆట,Size: 1 Kg,40,45.0,flours(pindi),https://cdn.mydukaan.io/app/image/357x357/?url=https://mydukaan.s3.amazonaws.com/4095334/aed5eba0-f960-4532-acdb-c318a2972346/1619179860625-cdc13387-3fe7-4695-91f4-854a6890aad1.jpeg
7,harmony atta/హార్మొనీ ఆట,Size: 1 Kg,40,48.0,flours(pindi),https://cdn.mydukaan.io/app/image/357x357/?url=https://mydukaan.s3.amazonaws.com/4095334/aed5eba0-f960-4532-acdb-c318a2972346/1619179916001-4636598e-1361-4a54-88fb-d06eb0e44fee.jpeg
8,ragi floor/ రాగి పిండి,Size: 500gm,35,40.0,flours(pindi),https://cdn.mydukaan.io/app/image/357x357/?url=https://mydukaan.s3.amazonaws.com/4095334/aed5eba0-f960-4532-acdb-c318a2972346/1622002591053-17c1bd38-1a60-41c8-921e-93c2cb5c0848.jpeg
9,corn floor/మొక్కజొన్న పిండి,Size: 100gm,10,,flours(pindi),https://cdn.mydukaan.io/app/image/357x357/?url=https://mydukaan.s3.amazonaws.com/4095334/aed5eba0-f960-4532-acdb-c318a2972346/1620103861654-1c6be41e-9bd9-4823-93cc-5fb4823f7d30.jpeg
10,coconut powder/కొబ్బరి పొడి,Size: 100gm,30,,flours(pindi),https://cdn.mydukaan.io/app/image/357x357/?url=https://mydukaan.s3.amazonaws.com/4095334/aed5eba0-f960-4532-acdb-c318a2972346/1620103982196-bb61a626-b9fd-4b9b-b057-8638f9a17a8e.jpeg
11,pillsbury chakki atta,per kg,50,57.0,flours(pindi),https://cdn.mydukaan.io/app/image/357x357/?url=https://mydukaan.s3.amazonaws.com/4095334/aed5eba0-f960-4532-acdb-c318a2972346/1620522736372-ffa9e43e-8f92-4fb9-9172-d22286c7ea71.jpeg
12,aashirvaad atta/ఆశీర్వాద్ ఆట,per kg,50,57.0,flours(pindi),https://cdn.mydukaan.io/app/image/357x357/?url=https://mydukaan.s3.amazonaws.com/4095334/aed5eba0-f960-4532-acdb-c318a2972346/1622266594018-85c8c4e6-9dfe-43c6-a5c9-62a5f1a59071.jpeg
13,varipindi/ rice floor,Size: 250 Gm,8,10.0,flours(pindi),https://cdn.mydukaan.io/app/image/357x357/?url=https://mydukaan.s3.amazonaws.com/4095334/aed5eba0-f960-4532-acdb-c318a2972346/1626003776636-f75fa69d-b985-4e9b-8eef-a3f67932e7e2.jpeg
0,rin detergent powder / రిన్ డిటర్జెంట్ పౌడర్,Size: 55gm,5,,home care,https://cdn.mydukaan.io/app/image/357x357/?url=https://mydukaan.s3.amazonaws.com/home-care/rin-detergent-powder-crsua62o98.jpg
1,active wheel detergent / యాక్టివ్ వీల్ డిటర్జెంట్,Size: 60gm,5,,home care,https://cdn.mydukaan.io/app/image/357x357/?url=https://mydukaan.s3.amazonaws.com/4095334/aed5eba0-f960-4532-acdb-c318a2972346/1619254608482-7046d046-08db-4f70-b49c-2acfeb717d74.jpeg
2,tide plus lemon & mint detergent powder / టైడ్ ప్లస్ నిమ్మకాయ & పుదీనా డిటర్జెంట్ పౌడర్,Size: 105gm,10,,home care,https://cdn.mydukaan.io/app/image/357x357/?url=https://mydukaan.s3.amazonaws.com/home-care/tide-plus-lemon-mint-detergent-powder-wa7gip7pt3.jpg
3,surf excel quick wash detergent powder / సర్ఫ్ ఎక్సెల్ క్విక్ వాష్ డిటర్జెంట్ పౌడర్,Size: 80gm,10,,home care,https://cdn.mydukaan.io/app/image/357x357/?url=https://mydukaan.s3.amazonaws.com/4095334/aed5eba0-f960-4532-acdb-c318a2972346/1619254665523-cd7ad188-916b-4a0e-9f8a-cc3864c21f54.jpeg
4,surf excel easy wash detergent powder / సర్ఫ్ ఎక్సెల్ ఈజీ వాష్ డిటర్జెంట్ పౌడర్,per kg,125,128.0,home care,https://cdn.mydukaan.io/app/image/357x357/?url=https://mydukaan.s3.amazonaws.com/home-care/surf-excel-easy-wash-detergent-powder-o3t46z80mk.jpg
5,ariel complete detergent / ఏరియల్ కంప్లీట్ డిటర్జెంట్,Size: 85gm,10,,home care,https://cdn.mydukaan.io/app/image/357x357/?url=https://mydukaan.s3.amazonaws.com/4095334/aed5eba0-f960-4532-acdb-c318a2972346/1619254720060-aa6acae6-c844-4839-8d31-f5423870e02b.jpeg
6,ariel matic top load detergent powder / ఏరియల్ మ్యాటిక్ టాప్ లోడ్ డిటర్జెంట్ పౌడర్,per kg,220,225.0,home care,https://cdn.mydukaan.io/app/image/357x357/?url=https://mydukaan.s3.amazonaws.com/home-care/ariel-matic-top-load-detergent-powder-lo9c8pvywv.jpg
7,tide ultra matic detergent powder / టైడ్ అల్ట్రా మ్యాటిక్ డిటర్జెంట్ పౌడర్,per kg,150,160.0,home care,https://cdn.mydukaan.io/app/image/357x357/?url=https://mydukaan.s3.amazonaws.com/home-care/tide-ultra-matic-top-load-detergent-powder-7f4af8sgdw.jpg
8,ariel matic front load / ఏరియల్ మ్యాటిక్ ఫ్రంట్ లోడ్,per kg,240,250.0,home care,https://cdn.mydukaan.io/app/image/357x357/?url=https://mydukaan.s3.amazonaws.com/4095334/aed5eba0-f960-4532-acdb-c318a2972346/1619254783142-e62fe53a-d595-4395-8c7f-5539b60e4220.jpeg
9,surf excel matic front load liquid detergent / సర్ఫ్ ఎక్సెల్ మ్యాటిక్ ఫ్రంట్ లోడ్ లిక్విడ్ డిటర్జెంట్,Size: 500ml,110,115.0,home care,https://cdn.mydukaan.io/app/image/357x357/?url=https://mydukaan.s3.amazonaws.com/home-care/surf-excel-matic-front-load-liquid-detergent-zdal6db5re.jpg
10,surf excel matic top load liquid detergent / సర్ఫ్ ఎక్సెల్ మ్యాటిక్ టాప్ లోడ్ లిక్విడ్ డిటర్జెంట్,Size: 500ml,95,99.0,home care,https://cdn.mydukaan.io/app/image/357x357/?url=https://mydukaan.s3.amazonaws.com/home-care/surf-excel-matic-top-load-liquid-detergent-ud5gjmixr5.jpg
11,ariel matic top load liquid detergent / ఏరియల్ మ్యాటిక్ టాప్ లోడ్ లిక్విడ్ డిటర్జెంట్,per liter,190,199.0,home care,https://cdn.mydukaan.io/app/image/357x357/?url=https://mydukaan.s3.amazonaws.com/home-care/ariel-matic-top-load-liquid-detergent-s7n6qep7dm.jpg
12,ariel matic front load liquid detergent / ఏరియల్ మ్యాటిక్ ఫ్రంట్ లోడ్ లిక్విడ్ డిటర్జెంట్,per 2 liter,485,500.0,home care,https://cdn.mydukaan.io/app/image/357x357/?url=https://mydukaan.s3.amazonaws.com/home-care/ariel-matic-front-load-liquid-detergent-et227j50iy.jpg
13,xxx detergent powder / xxx డిటర్జెంట్ పౌడర్,Size: 75gm,5,,home care,https://cdn.mydukaan.io/app/image/357x357/?url=https://mydukaan.s3.amazonaws.com/4095334/aed5eba0-f960-4532-acdb-c318a2972346/1619254550857-0f78250d-8e80-43f0-a904-582d103ff83d.jpeg
14,sabena dishwash powder / సబేనా డిష్వాష్ పౌడర్,per kg,25,26.0,home care,https://cdn.mydukaan.io/app/image/357x357/?url=https://mydukaan.s3.amazonaws.com/4095334/aed5eba0-f960-4532-acdb-c318a2972346/1619254834431-ba45b7e4-3a5a-426f-aaa9-3c277b47fed6.jpeg
15,mana detergent powder / మన డిటర్జెంట్ పౌడర్,Size: 75gm,5,,home care,https://cdn.mydukaan.io/app/image/357x357/?url=https://mydukaan.s3.amazonaws.com/4095334/aed5eba0-f960-4532-acdb-c318a2972346/1619230228089-b15ffbb7-e057-4445-8702-170f85a612d7.jpeg
16,jet fighter mosquitoes coils/జెట్ ఫైటర్ మోస్క్విటోస్ కాయిల్స్,Size: 14 Coils,32,34.0,home care,https://cdn.mydukaan.io/app/image/357x357/?url=https://mydukaan.s3.amazonaws.com/4095334/aed5eba0-f960-4532-acdb-c318a2972346/1619578607966-43910e7d-a5d2-458c-86a0-504564a0dce3.jpeg
17,ujala supreme fabric whitener / ఉజాలా సుప్రీం ఫ్యాబ్రిక్ వైటెనర్,Size: 75ml,25,,home care,https://cdn.mydukaan.io/app/image/357x357/?url=https://mydukaan.s3.amazonaws.com/home-care/ujala-supreme-fabric-whitener-1lreho9vxs.jpg
18,vim lemon concentrated dishwash gel / విమ్ లెమన్ కాన్సంట్రేటెడ్ డిష్వాష్ జెల్,Size: 75ml,10,,home care,https://cdn.mydukaan.io/app/image/357x357/?url=https://mydukaan.s3.amazonaws.com/home-care/vim-lemon-concentrated-dishwash-gel-9jbh2m3zbp.jpg
19,harpic power plus original disinfectant toilet cleaner / హార్పిక్ పవర్ ప్లస్ ఒరిజినల్ క్రిమిసంహారక టాయిలెట్ క్లీనర్,per 650 ml,87,89.0,home care,https://cdn.mydukaan.io/app/image/357x357/?url=https://mydukaan.s3.amazonaws.com/home-care/harpic-power-plus-original-disinfectant-toilet-cleaner-o93dqdkhno.jpg
